Year,Precipitation
2007,62.0
2008,44.0
2009,99.2
2010,69.6
2011,98.8
2012,56.4
2013,85.2
2014,65.60000000000001
2015,69.0
2017,62.0
2018,59.2
2019,66.4
2020,78.6
