Date,P_av,P_jdsp,P_inmet_aut,P_inmet_conv,P_maplu_esc,P_average,Pacum_P_av,Pacum_P_jdsp,Pacum_P_inmet_aut,Pacum_P_inmet_conv,Pacum_P_maplu_esc,Pacum_P_average
2016-06-28,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-06-29,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-06-30,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-07-06,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-07-07,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-07-08,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-07-09,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-07-10,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-07-12,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-07-13,0.0,0.0,0.0,0.0,0.4,0.08,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.4000000000005,908.0800000000003
2016-07-14,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.4000000000005,908.0800000000003
2016-07-15,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.4000000000005,908.0800000000003
2016-07-16,1.4,2.0,2.6,0.0,1.4,1.48,1018.2000000000003,870.4000000000005,905.2000000000003,876.1999999999996,877.8000000000005,909.5600000000003
2016-07-17,0.4,0.2,0.0,2.5,0.0,0.62,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-18,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-19,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-20,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-21,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-22,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-23,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-24,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-25,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-26,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-27,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-29,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-30,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-07-31,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-02,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-06,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-07,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-08,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-09,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-11,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-12,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-13,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-14,0.0,0.0,0.0,0.0,0.0,0.0,1018.6000000000003,870.6000000000006,905.2000000000003,878.6999999999996,877.8000000000005,910.1800000000003
2016-08-15,4.6,1.2,3.6,0.0,2.2,2.3200000000000003,1023.2000000000003,871.8000000000006,908.8000000000003,878.6999999999996,880.0000000000006,912.5000000000003
2016-08-16,2.6,0.6000000000000001,2.0,5.5,1.0,2.34,1025.8000000000002,872.4000000000007,910.8000000000003,884.1999999999996,881.0000000000006,914.8400000000004
2016-08-17,0.0,0.0,0.0,0.0,0.0,0.0,1025.8000000000002,872.4000000000007,910.8000000000003,884.1999999999996,881.0000000000006,914.8400000000004
2016-08-18,0.0,0.0,0.0,0.0,0.0,0.0,1025.8000000000002,872.4000000000007,910.8000000000003,884.1999999999996,881.0000000000006,914.8400000000004
2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,1025.8000000000002,872.4000000000007,910.8000000000003,884.1999999999996,881.0000000000006,914.8400000000004
2016-08-20,7.2,4.8,7.4,3.9,4.4,5.539999999999999,1033.0000000000002,877.2000000000006,918.2000000000003,888.0999999999996,885.4000000000005,920.3800000000003
2016-08-21,23.4,13.0,24.6,3.6,13.2,15.559999999999999,1056.4000000000003,890.2000000000006,942.8000000000003,891.6999999999996,898.6000000000006,935.9400000000003
2016-08-22,0.0,1.8,0.0,0.0,0.0,0.36,1056.4000000000003,892.0000000000006,942.8000000000003,891.6999999999996,898.6000000000006,936.3000000000003
2016-08-23,0.0,5.6000000000000005,0.2,0.0,0.0,1.1600000000000001,1056.4000000000003,897.6000000000006,943.0000000000003,891.6999999999996,898.6000000000006,937.4600000000003
2016-08-24,0.0,0.4,0.0,0.0,0.0,0.08,1056.4000000000003,898.0000000000006,943.0000000000003,891.6999999999996,898.6000000000006,937.5400000000003
2016-08-25,0.0,0.0,0.0,0.0,0.0,0.0,1056.4000000000003,898.0000000000006,943.0000000000003,891.6999999999996,898.6000000000006,937.5400000000003
2016-08-26,0.0,0.0,0.0,0.0,0.0,0.0,1056.4000000000003,898.0000000000006,943.0000000000003,891.6999999999996,898.6000000000006,937.5400000000003
2016-08-27,0.0,0.0,0.0,0.0,0.0,0.0,1056.4000000000003,898.0000000000006,943.0000000000003,891.6999999999996,898.6000000000006,937.5400000000003
2016-08-28,0.0,0.0,0.0,0.0,0.0,0.0,1056.4000000000003,898.0000000000006,943.0000000000003,891.6999999999996,898.6000000000006,937.5400000000003
2016-08-29,0.0,0.0,0.0,0.0,0.0,0.0,1056.4000000000003,898.0000000000006,943.0000000000003,891.6999999999996,898.6000000000006,937.5400000000003
2016-08-30,0.0,0.0,0.0,0.0,0.0,0.0,1056.4000000000003,898.0000000000006,943.0000000000003,891.6999999999996,898.6000000000006,937.5400000000003
2016-08-31,17.4,12.2,18.0,12.6,11.4,14.319999999999999,1073.8000000000004,910.2000000000006,961.0000000000003,904.2999999999996,910.0000000000006,951.8600000000004
2016-09-01,0.2,0.0,0.0,5.4,0.0,1.12,1074.0000000000005,910.2000000000006,961.0000000000003,909.6999999999996,910.0000000000006,952.9800000000004
2016-09-02,24.8,0.0,0.0,0.0,9.4,6.840000000000001,1098.8000000000004,910.2000000000006,961.0000000000003,909.6999999999996,919.4000000000005,959.8200000000004
2016-09-03,5.4,0.0,1.7999999999999998,1.8,0.0,1.8,1104.2000000000005,910.2000000000006,962.8000000000003,911.4999999999995,919.4000000000005,961.6200000000003
2016-09-04,0.0,0.0,0.2,0.0,0.0,0.04,1104.2000000000005,910.2000000000006,963.0000000000003,911.4999999999995,919.4000000000005,961.6600000000003
2016-09-05,0.0,0.0,0.0,0.0,0.0,0.0,1104.2000000000005,910.2000000000006,963.0000000000003,911.4999999999995,919.4000000000005,961.6600000000003
2016-09-06,8.4,0.0,8.4,7.1,6.4,6.06,1112.6000000000006,910.2000000000006,971.4000000000003,918.5999999999996,925.8000000000005,967.7200000000003
2016-09-07,0.2,0.0,0.2,0.9,0.0,0.26,1112.8000000000006,910.2000000000006,971.6000000000004,919.4999999999995,925.8000000000005,967.9800000000002
2016-09-08,0.0,8.0,0.4,0.0,0.0,1.6800000000000002,1112.8000000000006,918.2000000000006,972.0000000000003,919.4999999999995,925.8000000000005,969.6600000000002
2016-09-09,0.0,0.2,0.0,0.4,0.2,0.16,1112.8000000000006,918.4000000000007,972.0000000000003,919.8999999999995,926.0000000000006,969.8200000000002
2016-09-10,0.0,0.0,0.0,0.0,0.0,0.0,1112.8000000000006,918.4000000000007,972.0000000000003,919.8999999999995,926.0000000000006,969.8200000000002
2016-09-11,0.0,0.0,0.0,0.0,0.0,0.0,1112.8000000000006,918.4000000000007,972.0000000000003,919.8999999999995,926.0000000000006,969.8200000000002
2016-09-12,0.0,0.0,0.0,0.0,0.0,0.0,1112.8000000000006,918.4000000000007,972.0000000000003,919.8999999999995,926.0000000000006,969.8200000000002
2016-09-13,0.0,0.0,0.0,0.0,0.0,0.0,1112.8000000000006,918.4000000000007,972.0000000000003,919.8999999999995,926.0000000000006,969.8200000000002
2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,1112.8000000000006,918.4000000000007,972.0000000000003,919.8999999999995,926.0000000000006,969.8200000000002
2016-09-15,0.0,0.0,0.0,0.0,0.0,0.0,1112.8000000000006,918.4000000000007,972.0000000000003,919.8999999999995,926.0000000000006,969.8200000000002
2016-09-16,0.0,0.0,0.0,0.0,0.0,0.0,1112.8000000000006,918.4000000000007,972.0000000000003,919.8999999999995,926.0000000000006,969.8200000000002
2016-09-17,0.0,0.0,0.0,0.0,0.0,0.0,1112.8000000000006,918.4000000000007,972.0000000000003,919.8999999999995,926.0000000000006,969.8200000000002
2016-09-18,0.0,0.0,0.0,0.0,0.0,0.0,1112.8000000000006,918.4000000000007,972.0000000000003,919.8999999999995,926.0000000000006,969.8200000000002
2016-09-19,5.4,1.4,10.6,0.0,5.0,4.4799999999999995,1118.2000000000007,919.8000000000006,982.6000000000004,919.8999999999995,931.0000000000006,974.3000000000002
2016-09-20,0.0,0.0,0.0,10.8,0.2,2.2,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-09-22,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-09-23,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-09-24,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-09-25,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-09-27,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-09-28,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-10-02,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-10-03,0.0,0.0,0.0,0.0,0.0,0.0,1118.2000000000007,919.8000000000006,982.6000000000004,930.6999999999995,931.2000000000006,976.5000000000002
2016-10-04,1.4,2.6,1.2000000000000002,1.2,0.8,1.44,1119.6000000000008,922.4000000000007,983.8000000000004,931.8999999999995,932.0000000000006,977.9400000000003
2016-10-05,0.0,0.0,0.0,0.0,0.0,0.0,1119.6000000000008,922.4000000000007,983.8000000000004,931.8999999999995,932.0000000000006,977.9400000000003
2016-10-06,0.0,0.0,0.0,0.0,0.0,0.0,1119.6000000000008,922.4000000000007,983.8000000000004,931.8999999999995,932.0000000000006,977.9400000000003
2016-10-07,0.0,0.0,0.0,0.0,0.0,0.0,1119.6000000000008,922.4000000000007,983.8000000000004,931.8999999999995,932.0000000000006,977.9400000000003
2016-10-08,0.0,0.0,0.0,0.0,0.0,0.0,1119.6000000000008,922.4000000000007,983.8000000000004,931.8999999999995,932.0000000000006,977.9400000000003
2016-10-09,0.0,0.0,0.0,0.0,0.0,0.0,1119.6000000000008,922.4000000000007,983.8000000000004,931.8999999999995,932.0000000000006,977.9400000000003
2016-10-10,0.0,0.0,0.0,0.0,0.0,0.0,1119.6000000000008,922.4000000000007,983.8000000000004,931.8999999999995,932.0000000000006,977.9400000000003
2016-10-11,27.8,6.6000000000000005,23.8,0.0,36.8,19.0,1147.4000000000008,929.0000000000007,1007.6000000000004,931.8999999999995,968.8000000000005,996.9400000000003
2016-10-12,0.0,21.8,0.6,24.2,0.0,9.32,1147.4000000000008,950.8000000000006,1008.2000000000004,956.0999999999996,968.8000000000005,1006.2600000000003
2016-10-13,3.0,0.0,7.6,0.0,5.0,3.12,1150.4000000000008,950.8000000000006,1015.8000000000004,956.0999999999996,973.8000000000005,1009.3800000000003
2016-10-14,2.0,0.6000000000000001,2.4,8.9,0.8,2.9400000000000004,1152.4000000000008,951.4000000000007,1018.2000000000004,964.9999999999995,974.6000000000005,1012.3200000000004
2016-10-15,0.0,1.4,0.0,0.7,0.0,0.41999999999999993,1152.4000000000008,952.8000000000006,1018.2000000000004,965.6999999999996,974.6000000000005,1012.7400000000004
2016-10-16,0.0,1.2000000000000002,8.6,0.0,0.0,1.9600000000000002,1152.4000000000008,954.0000000000007,1026.8000000000004,965.6999999999996,974.6000000000005,1014.7000000000004
2016-10-17,0.0,0.2,0.2,0.0,0.0,0.08,1152.4000000000008,954.2000000000007,1027.0000000000005,965.6999999999996,974.6000000000005,1014.7800000000004
2016-10-18,0.4,0.0,2.6,0.0,0.0,0.6,1152.8000000000009,954.2000000000007,1029.6000000000004,965.6999999999996,974.6000000000005,1015.3800000000005
2016-10-19,0.0,0.0,0.0,2.4,0.0,0.48,1152.8000000000009,954.2000000000007,1029.6000000000004,968.0999999999996,974.6000000000005,1015.8600000000005
2016-10-20,32.8,1.0,26.6,0.0,16.400000000000002,15.36,1185.6000000000008,955.2000000000007,1056.2000000000003,968.0999999999996,991.0000000000005,1031.2200000000005
2016-10-21,0.0,12.2,0.0,28.0,0.0,8.040000000000001,1185.6000000000008,967.4000000000008,1056.2000000000003,996.0999999999996,991.0000000000005,1039.2600000000004
2016-10-22,34.8,0.0,15.6,0.0,6.4,11.36,1220.4000000000008,967.4000000000008,1071.8000000000002,996.0999999999996,997.4000000000004,1050.6200000000003
2016-10-23,0.2,0.0,0.4,14.2,0.2,2.9999999999999996,1220.6000000000008,967.4000000000008,1072.2000000000003,1010.2999999999996,997.6000000000005,1053.6200000000003
2016-10-24,22.4,0.0,29.8,0.0,24.2,15.280000000000001,1243.000000000001,967.4000000000008,1102.0000000000002,1010.2999999999996,1021.8000000000005,1068.9000000000003
2016-10-25,6.2,0.0,11.4,32.2,21.2,14.2,1249.200000000001,967.4000000000008,1113.4000000000003,1042.4999999999995,1043.0000000000005,1083.1000000000004
2016-10-26,24.4,0.0,10.8,7.2,38.0,16.080000000000002,1273.600000000001,967.4000000000008,1124.2000000000003,1049.6999999999996,1081.0000000000005,1099.1800000000003
2016-10-27,3.0,0.0,1.2000000000000002,11.6,1.0,3.3600000000000003,1276.600000000001,967.4000000000008,1125.4000000000003,1061.2999999999995,1082.0000000000005,1102.5400000000002
2016-10-28,0.0,0.0,0.0,0.0,0.0,0.0,1276.600000000001,967.4000000000008,1125.4000000000003,1061.2999999999995,1082.0000000000005,1102.5400000000002
2016-10-29,0.0,0.0,0.0,0.0,0.0,0.0,1276.600000000001,967.4000000000008,1125.4000000000003,1061.2999999999995,1082.0000000000005,1102.5400000000002
2016-10-30,0.0,0.0,0.0,0.0,0.0,0.0,1276.600000000001,967.4000000000008,1125.4000000000003,1061.2999999999995,1082.0000000000005,1102.5400000000002
2016-10-31,38.6,0.0,13.0,0.0,0.0,10.32,1315.200000000001,967.4000000000008,1138.4000000000003,1061.2999999999995,1082.0000000000005,1112.8600000000001
2016-11-01,0.2,0.0,2.0,14.4,0.0,3.3200000000000003,1315.400000000001,967.4000000000008,1140.4000000000003,1075.6999999999996,1082.0000000000005,1116.18
2016-11-02,8.200000000000001,0.0,39.2,0.0,7.800000000000001,11.040000000000001,1323.600000000001,967.4000000000008,1179.6000000000004,1075.6999999999996,1089.8000000000004,1127.22
2016-11-03,0.2,0.0,5.4,42.0,21.4,13.8,1323.800000000001,967.4000000000008,1185.0000000000005,1117.6999999999996,1111.2000000000005,1141.02
2016-11-04,2.2,1.2000000000000002,2.8,5.800000000000001,2.4000000000000004,2.88,1326.0000000000011,968.6000000000008,1187.8000000000004,1123.4999999999995,1113.6000000000006,1143.9
2016-11-05,45.2,0.2,17.6,0.0,15.2,15.64,1371.2000000000012,968.8000000000009,1205.4000000000003,1123.4999999999995,1128.8000000000006,1159.5400000000002
2016-11-06,54.8,0.0,1.6,18.2,2.4,15.4,1426.0000000000011,968.8000000000009,1207.0000000000002,1141.6999999999996,1131.2000000000007,1174.9400000000003
2016-11-07,0.0,2.0,0.0,0.0,0.0,0.4,1426.0000000000011,970.8000000000009,1207.0000000000002,1141.6999999999996,1131.2000000000007,1175.3400000000004
2016-11-08,0.0,3.0,0.0,0.0,0.0,0.6,1426.0000000000011,973.8000000000009,1207.0000000000002,1141.6999999999996,1131.2000000000007,1175.9400000000003
2016-11-09,28.4,1.2000000000000002,28.0,0.0,29.4,17.4,1454.4000000000012,975.0000000000009,1235.0000000000002,1141.6999999999996,1160.6000000000008,1193.3400000000004
2016-11-10,3.0,27.6,2.6,30.8,0.2,12.84,1457.4000000000012,1002.6000000000009,1237.6000000000001,1172.4999999999995,1160.8000000000009,1206.1800000000003
2016-11-11,0.0,0.0,0.0,0.0,0.0,0.0,1457.4000000000012,1002.6000000000009,1237.6000000000001,1172.4999999999995,1160.8000000000009,1206.1800000000003
2016-11-12,0.0,0.0,0.0,0.0,0.0,0.0,1457.4000000000012,1002.6000000000009,1237.6000000000001,1172.4999999999995,1160.8000000000009,1206.1800000000003
2016-11-13,26.6,0.0,28.8,0.0,35.800000000000004,18.240000000000002,1484.0000000000011,1002.6000000000009,1266.4,1172.4999999999995,1196.6000000000008,1224.4200000000003
2016-11-14,23.6,1.2000000000000002,33.0,0.0,8.6,13.279999999999998,1507.600000000001,1003.800000000001,1299.4,1172.4999999999995,1205.2000000000007,1237.7000000000003
2016-11-15,0.0,0.0,0.2,0.4,0.0,0.12000000000000002,1507.600000000001,1003.800000000001,1299.6000000000001,1172.8999999999996,1205.2000000000007,1237.8200000000002
2016-11-16,0.0,0.0,0.0,0.0,0.0,0.0,1507.600000000001,1003.800000000001,1299.6000000000001,1172.8999999999996,1205.2000000000007,1237.8200000000002
2016-11-17,0.0,0.0,0.0,0.0,0.0,0.0,1507.600000000001,1003.800000000001,1299.6000000000001,1172.8999999999996,1205.2000000000007,1237.8200000000002
2016-11-18,0.0,0.0,0.0,0.0,0.0,0.0,1507.600000000001,1003.800000000001,1299.6000000000001,1172.8999999999996,1205.2000000000007,1237.8200000000002
2016-11-19,0.0,0.0,0.0,0.0,0.0,0.0,1507.600000000001,1003.800000000001,1299.6000000000001,1172.8999999999996,1205.2000000000007,1237.8200000000002
2016-11-20,0.0,0.0,0.0,0.0,0.0,0.0,1507.600000000001,1003.800000000001,1299.6000000000001,1172.8999999999996,1205.2000000000007,1237.8200000000002
2016-11-21,0.0,0.0,0.0,0.0,0.0,0.0,1507.600000000001,1003.800000000001,1299.6000000000001,1172.8999999999996,1205.2000000000007,1237.8200000000002
2016-11-22,16.6,0.0,14.0,0.0,4.800000000000001,7.080000000000001,1524.200000000001,1003.800000000001,1313.6000000000001,1172.8999999999996,1210.0000000000007,1244.9
2016-11-23,0.4,0.0,0.2,13.2,0.2,2.8,1524.600000000001,1003.800000000001,1313.8000000000002,1186.0999999999997,1210.2000000000007,1247.7
2016-11-24,0.0,0.0,0.0,0.0,0.0,0.0,1524.600000000001,1003.800000000001,1313.8000000000002,1186.0999999999997,1210.2000000000007,1247.7
2016-11-25,0.0,0.0,0.0,0.0,1.2000000000000002,0.24000000000000005,1524.600000000001,1003.800000000001,1313.8000000000002,1186.0999999999997,1211.4000000000008,1247.94
2016-11-26,0.0,0.0,0.0,0.0,9.6,1.92,1524.600000000001,1003.800000000001,1313.8000000000002,1186.0999999999997,1221.0000000000007,1249.8600000000001
2016-11-27,0.0,0.0,0.0,0.0,0.4,0.08,1524.600000000001,1003.800000000001,1313.8000000000002,1186.0999999999997,1221.4000000000008,1249.94
2016-11-28,0.2,0.0,2.0,0.0,0.4,0.52,1524.800000000001,1003.800000000001,1315.8000000000002,1186.0999999999997,1221.8000000000009,1250.46
2016-11-29,22.4,0.0,13.8,0.5,3.0,7.94,1547.2000000000012,1003.800000000001,1329.6000000000001,1186.5999999999997,1224.8000000000009,1258.4
2016-11-30,0.2,0.0,0.0,13.0,0.0,2.6399999999999997,1547.4000000000012,1003.800000000001,1329.6000000000001,1199.5999999999997,1224.8000000000009,1261.0400000000002
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1547.4000000000012,1003.800000000001,1329.6000000000001,1199.5999999999997,1224.8000000000009,1261.0400000000002
2016-12-02,0.0,0.0,0.0,0.0,0.0,0.0,1547.4000000000012,1003.800000000001,1329.6000000000001,1199.5999999999997,1224.8000000000009,1261.0400000000002
2016-12-03,6.8,0.2,7.2,0.0,10.4,4.92,1554.2000000000012,1004.000000000001,1336.8000000000002,1199.5999999999997,1235.200000000001,1265.9600000000003
2016-12-04,17.0,1.2000000000000002,11.0,6.8,8.0,8.8,1571.2000000000012,1005.2000000000011,1347.8000000000002,1206.3999999999996,1243.200000000001,1274.7600000000002
2016-12-05,0.0,2.4000000000000004,0.2,0.0,0.0,0.5200000000000001,1571.2000000000012,1007.600000000001,1348.0000000000002,1206.3999999999996,1243.200000000001,1275.2800000000002
2016-12-06,0.0,2.4000000000000004,0.0,0.0,0.0,0.4800000000000001,1571.2000000000012,1010.000000000001,1348.0000000000002,1206.3999999999996,1243.200000000001,1275.7600000000002
2016-12-07,23.0,7.2,7.6,0.0,0.0,7.56,1594.2000000000012,1017.2000000000011,1355.6000000000001,1206.3999999999996,1243.200000000001,1283.3200000000002
2016-12-08,20.6,0.4,10.8,7.4,51.0,18.04,1614.800000000001,1017.600000000001,1366.4,1213.7999999999997,1294.200000000001,1301.3600000000001
2016-12-09,20.6,2.2,86.39999999999999,73.60000000000001,35.2,43.6,1635.400000000001,1019.8000000000011,1452.8000000000002,1287.3999999999996,1329.400000000001,1344.96
2016-12-10,25.8,0.2,22.2,34.4,14.8,19.479999999999997,1661.200000000001,1020.0000000000011,1475.0000000000002,1321.7999999999997,1344.200000000001,1364.44
2016-12-11,8.4,2.2,16.0,6.8,16.0,9.879999999999999,1669.600000000001,1022.2000000000012,1491.0000000000002,1328.5999999999997,1360.200000000001,1374.3200000000002
2016-12-12,12.2,12.8,10.8,0.0,4.800000000000001,8.12,1681.800000000001,1035.0000000000011,1501.8000000000002,1328.5999999999997,1365.000000000001,1382.44
2016-12-13,0.8,2.0,5.2,3.4,9.6,4.2,1682.600000000001,1037.0000000000011,1507.0000000000002,1331.9999999999998,1374.6000000000008,1386.64
2016-12-14,11.0,3.8,1.4,4.8,13.4,6.88,1693.600000000001,1040.800000000001,1508.4000000000003,1336.7999999999997,1388.000000000001,1393.5200000000002
2016-12-15,0.0,1.6,0.0,1.3,0.0,0.5800000000000001,1693.600000000001,1042.400000000001,1508.4000000000003,1338.0999999999997,1388.000000000001,1394.1000000000001
2016-12-16,0.0,0.6000000000000001,0.0,0.0,0.0,0.12000000000000002,1693.600000000001,1043.000000000001,1508.4000000000003,1338.0999999999997,1388.000000000001,1394.22
2016-12-17,0.0,0.2,0.0,0.0,0.0,0.04,1693.600000000001,1043.200000000001,1508.4000000000003,1338.0999999999997,1388.000000000001,1394.26
