Date,P_av,P_jdsp,P_inmet_aut,P_inmet_conv,P_maplu_esc,P_average,Pacum_P_av,Pacum_P_jdsp,Pacum_P_inmet_aut,Pacum_P_inmet_conv,Pacum_P_maplu_esc,Pacum_P_average
2016-06-09,0.0,0.0,0.2,0.0,0.0,0.04,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-10,0.0,0.0,0.0,0.0,0.0,0.0,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-11,0.0,0.0,0.0,0.0,0.0,0.0,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-12,0.0,0.0,0.0,0.0,0.0,0.0,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-13,0.0,0.0,0.0,0.0,0.0,0.0,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-14,0.0,0.0,0.0,0.0,0.0,0.0,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-15,0.0,0.0,0.0,0.0,0.0,0.0,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-16,0.0,0.0,0.0,0.0,0.0,0.0,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-17,0.0,0.0,0.0,0.0,0.0,0.0,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-18,0.0,0.0,0.0,0.0,0.0,0.0,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-19,0.0,0.0,0.0,0.0,0.0,0.0,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-20,0.0,0.0,0.0,0.0,0.0,0.0,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-21,0.0,0.0,0.0,0.0,0.0,0.0,1014.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6000000000001
2016-06-22,0.4,0.0,0.0,0.0,0.0,0.08,1015.2000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,907.6800000000002
2016-06-23,1.6,0.0,0.0,0.0,0.0,0.32,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-06-24,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-06-25,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-06-26,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
2016-06-27,0.0,0.0,0.0,0.0,0.0,0.0,1016.8000000000003,868.4000000000005,902.6000000000003,876.1999999999996,876.0000000000006,908.0000000000002
