Year,Precipitation,Max_5min,Max_10min,Max_15min,Max_20min,Max_25min,Max_30min,Max_1h,Max_6h,Max_8h,Max_10h,Max_12h,Max_24h
1961,89.4,12.923601062400001,20.5257193344,26.607413952,30.7885790016,34.5896381376,38.01059136000001,51.365664,88.055424,95.393376,100.285344,103.95432,122.2992
1962,71.4,10.3215337344,16.3930241664,21.250216512,24.589536249600002,27.625281465599997,30.357452160000005,41.023584,70.326144,76.186656,80.093664,83.02391999999999,97.6752
1963,73.2,10.581740467200001,16.8062936832,21.785936256000003,25.209440524799998,28.321717132799996,31.12276608,42.057792,72.09907199999999,78.107328,82.112832,85.11695999999999,100.13759999999999
1964,61.8,8.9337644928,14.188920076799999,18.393044544,21.283380115199996,23.910957907199997,26.27577792,35.507808,60.87052799999999,65.943072,69.32476799999999,71.86103999999999,84.54239999999999
1965,54.8,7.9218494208,12.581760844799998,16.309689984,18.8726412672,21.202596979199996,23.29955712,31.485887999999996,53.975807999999994,58.473791999999996,61.47244799999999,63.72143999999999,74.9664
1966,87.7,12.677850259200001,20.1354092352,26.101456416,30.203113852799998,33.931893340799995,37.28779488,50.388912,86.38099199999999,93.579408,98.37835199999999,101.97755999999998,119.97359999999999
1967,62.1,8.977132281600001,14.2577983296,18.482331168,21.3866974944,24.027030518399997,26.403330240000003,35.680175999999996,61.166016,66.263184,69.661296,72.20988,84.9528
1968,71.6,10.3504455936,16.4389430016,21.309740928,24.658414502399996,27.702663206399993,30.44248704,41.138495999999996,70.523136,76.40006399999999,80.31801599999999,83.25647999999998,97.94879999999998
1969,72.3,10.4516371008,16.599658924799996,21.518076384,24.899488387199998,27.973499299199993,30.74010912,41.540687999999996,71.21260799999999,77.146992,81.103248,84.07043999999999,98.90639999999999
1970,74.3,10.7407556928,17.058847276799998,22.113320544,25.588270915199995,28.747316707199992,31.59045792,42.68980799999999,73.18252799999999,79.281072,83.34676799999998,86.39603999999999,101.64239999999998
1971,79.2,11.449096243200001,18.183858739199998,23.571668736000003,27.2757881088,30.643169356799994,33.67381248,45.505151999999995,78.008832,84.509568,88.843392,92.09375999999999,108.34559999999999
1972,90.8,13.1259840768,20.847151180799997,27.024084864,31.270726771199996,35.13131032319999,38.60583552,52.170047999999994,89.43436799999999,96.887232,101.85580799999998,105.58223999999998,124.21439999999998
1973,64.1,9.266250873599999,14.716986681599998,19.077575327999998,22.075480022399997,24.800847926399992,27.253679039999998,36.82929599999999,63.135935999999994,68.39726399999999,71.90481599999998,74.53547999999998,87.68879999999999
1974,77.4,11.188889510400001,17.7705892224,23.035948992,26.6558838336,29.9467336896,32.908498560000005,44.470944,76.235904,82.588896,86.824224,90.00071999999999,105.8832
1975,67.6,9.7722084096,15.520566297599997,20.119252608,23.280849446399998,26.155028390399995,28.741789439999998,38.840256,66.58329599999999,72.13190399999999,75.83097599999998,78.60527999999998,92.47679999999998
1976,99.4,14.3691940224,22.8216610944,29.583634752000002,34.2324916416,38.458725177599995,42.26233536,57.111264,97.905024,106.063776,111.502944,115.58232,135.9792
1977,103.5,14.961887136,23.762997216,30.803885280000003,35.644495823999996,40.045050864,44.005550400000004,59.46695999999999,101.94336,110.43863999999999,116.10215999999998,120.34979999999999,141.588
1978,78.9,11.405728454400002,18.1149804864,23.482382112000003,27.1724707296,30.527096745599998,33.54626016,45.332784,77.713344,84.189456,88.506864,91.74492,107.9352
1979,82.8,11.9695097088,19.010397772799998,24.643108224,28.515596659199996,32.03604069119999,35.204440319999996,47.573567999999995,81.554688,88.350912,92.88172799999998,96.27983999999998,113.27039999999998
1980,50.0,7.2279648000000005,11.4797088,14.881104,17.2195632,19.345435199999997,21.25872,28.727999999999998,49.248,53.352,56.087999999999994,58.13999999999999,68.39999999999999
1981,75.3,10.8853149888,17.288441452799997,22.410942624,25.932662179199998,29.134225411199996,32.01563232,43.264368,74.16748799999999,80.348112,84.46852799999999,87.55883999999999,103.01039999999999
1982,77.8,11.2467132288,17.8624268928,23.154997824,26.793640339199996,30.101497171199995,33.07856832,44.700768,76.629888,83.015712,87.272928,90.46583999999999,106.43039999999999
1983,121.8,17.6073222528,27.964570636799998,36.250369344,41.94685595519999,47.125480147199994,51.78624192,69.98140799999999,119.968128,129.965472,136.63036799999998,141.62903999999997,166.62239999999997
1984,64.7,9.352986451200001,14.8547431872,19.256148576,22.2821147808,25.032993148799996,27.50878368,37.174032,63.726912,69.037488,72.577872,75.23316,88.50959999999999
1985,71.0,10.263710016000001,16.301186496,21.13116768,24.451779744,27.470517983999997,30.1873824,40.79376,69.93216,75.75984,79.64496,82.55879999999999,97.12799999999999
1986,68.3,9.8733999168,15.681282220799998,20.327588064,23.521923331199996,26.425864483199994,29.039411519999998,39.242447999999996,67.272768,72.878832,76.61620799999999,79.41923999999999,93.43439999999998
1987,91.2,13.1838077952,20.938988851199998,27.143133696000003,31.4084832768,35.2860738048,38.77590528,52.399871999999995,89.828352,97.314048,102.30451199999999,106.04735999999998,124.76159999999999
1989,75.8,10.9575946368,17.403238540799997,22.559753664,26.1048578112,29.327679763199995,32.228219519999996,43.55164799999999,74.65996799999999,80.881632,85.02940799999999,88.14023999999998,103.69439999999999
1990,76.9,11.1166098624,17.6557921344,22.887137952000003,26.4836882016,29.7532793376,32.695911360000004,44.183664,75.743424,82.05537600000001,86.26334399999999,89.41932,105.1992
1991,106.4,15.381109094400001,24.4288203264,31.666989312000002,36.6432304896,41.16708610559999,45.23855616,61.133184,104.799744,113.533056,119.35526399999999,123.72191999999998,145.55519999999999
1992,91.1,13.1693518656,20.9160294336,27.113371488,31.374044150399996,35.247382934399994,38.73338784,52.34241599999999,89.72985599999998,97.20734399999999,102.19233599999998,105.93107999999998,124.62479999999998
1993,60.4,8.7313814784,13.8674882304,17.976373632,20.8012323456,23.369285721599997,25.68053376,34.703424,59.491583999999996,64.44921599999999,67.75430399999999,70.23311999999999,82.62719999999999
1994,106.2,15.3521972352,24.3829014912,31.607464896000003,36.574352236799996,41.08970436479999,45.15352128,61.018271999999996,104.602752,113.319648,119.130912,123.48935999999999,145.2816
1995,90.6,13.0970722176,20.801232345599995,26.964560448,31.201848518399995,35.05392858239999,38.52080064,52.05513599999999,89.23737599999998,96.673824,101.63145599999999,105.34967999999998,123.94079999999998
1996,86.2,12.4610113152,19.7910179712,25.655023296000003,29.686526956799998,33.3515302848,36.65003328,49.527072,84.903552,91.978848,96.69571199999999,100.23335999999999,117.9216
1997,70.0,10.11915072,16.07159232,20.8335456,24.107388479999997,27.083609279999994,29.762208,40.2192,68.9472,74.6928,78.52319999999999,81.39599999999999,95.75999999999999
1998,84.0,12.142980864,19.285910784,25.00025472,28.928866176,32.50033113599999,35.7146496,48.26304,82.73664,89.63136,94.22783999999999,97.67519999999999,114.91199999999999
1999,68.2,9.8589439872,15.658322803199999,20.297825856000003,23.487484204799998,26.387173612799998,28.99689408,39.184992,67.174272,72.77212800000001,76.504032,79.30296,93.2976
