distribution,sse,c,loc,scale
Gumbel_r,0.00010892456693767317,,74.2265898063578,15.317529523769885
Genlogistic,0.00011678906358734517,9.150187236824308,43.55855469317798,14.402162278271444
Lognormal,0.00012079096924503993,0.22713464144575285,3.984825136863558,76.79394903177459
