Year,Precipitation,Max_5min,Max_10min,Max_15min,Max_20min,Max_25min,Max_30min,Max_1h,Max_6h,Max_8h,Max_10h,Max_12h,Max_24h
1961,89.4,8.615734041600001,13.683812889600002,17.738275968000004,20.5257193344,23.0597587584,25.340394240000006,34.243776000000004,58.703616000000004,63.595584,66.856896,69.30288,81.5328
1962,71.4,6.8810224896,10.9286827776,14.166811008000002,16.3930241664,18.4168543104,20.238301440000004,27.349056000000004,46.88409600000001,50.791104000000004,53.395776000000005,55.34928000000001,65.1168
1963,73.2,7.054493644800001,11.204195788800002,14.523957504000002,16.8062936832,18.8811447552,20.748510720000002,28.038528000000003,48.066048,52.071552000000004,54.741888,56.744640000000004,66.7584
1964,61.8,5.9558429952,9.4592800512,12.262029696,14.188920076799999,15.9406386048,17.51718528,23.671872,40.580352,43.962047999999996,46.216512,47.90736,56.361599999999996
1965,54.8,5.2812329471999995,8.3878405632,10.873126656,12.581760844799998,14.1350646528,15.53303808,20.990592000000003,35.983872,38.982527999999995,40.981632000000005,42.480959999999996,49.977599999999995
1966,87.7,8.4519001728,13.423606156800002,17.400970944,20.1354092352,22.621262227200003,24.858529920000002,33.592608000000006,57.587328,62.386272,65.58556800000001,67.98504,79.9824
1967,62.1,5.9847548544,9.5051988864,12.321554112000001,14.2577983296,16.0180203456,17.60222016,23.786784000000004,40.777344,44.175456000000004,46.440864000000005,48.139920000000004,56.6352
1968,71.6,6.9002970624,10.9592953344,14.206493952,16.4389430016,18.4684421376,20.29499136,27.425664,47.015423999999996,50.933375999999996,53.545344,55.50431999999999,65.29919999999998
1969,72.3,6.9677580672,11.0664392832,14.345384256000001,16.599658924799996,18.6489995328,20.49340608,27.693792000000002,47.475072,51.431328,54.068832,56.04696,65.93759999999999
1970,74.3,7.1605037952,11.3725648512,14.742213696,17.058847276799998,19.1648778048,21.06030528,28.459872,48.788351999999996,52.854048,55.564512,57.597359999999995,67.76159999999999
1971,79.2,7.632730828800001,12.122572492800002,15.714445824000002,18.183858739199998,20.428779571200003,22.449208320000004,30.336768000000006,52.005888,56.339712,59.228928,61.39584,72.2304
1972,90.8,8.7506560512,13.8981007872,18.016056576,20.847151180799997,23.4208735488,25.73722368,34.780032000000006,59.622912,64.591488,67.903872,70.38816,82.80959999999999
1973,64.1,6.1775005823999996,9.8113244544,12.718383552,14.716986681599998,16.5338986176,18.16911936,24.552864,42.090624,45.598175999999995,47.936544,49.69031999999999,58.45919999999999
1974,77.4,7.459259673600001,11.8470594816,15.357299328000002,17.7705892224,19.964489126400004,21.938999040000002,29.647296000000004,50.823936,55.059264000000006,57.882816000000005,60.00048,70.5888
1975,67.6,6.5148056063999995,10.347044198399999,13.412835072,15.520566297599997,17.4366855936,19.16119296,25.893504,44.388864,48.08793599999999,50.553984,52.40351999999999,61.65119999999999
1976,99.4,9.5794626816,15.214440729600001,19.722423168000002,22.8216610944,25.639150118400003,28.174890240000003,38.07417600000001,65.270016,70.70918400000001,74.33529600000001,77.05488000000001,90.6528
1977,103.5,9.974591424,15.841998144000002,20.53592352,23.762997216,26.696700576,29.3370336,39.64464,67.96224,73.62576,77.40144000000001,80.2332,94.392
1978,78.9,7.603818969600001,12.076653657600001,15.654921408000002,18.1149804864,20.351397830400003,22.364173440000002,30.221856000000006,51.808896000000004,56.126304000000005,59.00457600000001,61.16328000000001,71.9568
1979,82.8,7.9796731392,12.6735985152,16.428738816,19.010397772799998,21.3573604608,23.46962688,31.715712000000003,54.369792,58.900608,61.921152000000006,64.18656,75.5136
1980,50.0,4.8186432,7.6531392,9.920736000000002,11.4797088,12.8969568,14.172480000000002,19.152,32.832,35.568,37.392,38.76,45.599999999999994
1981,75.3,7.2568766592,11.5256276352,14.940628416000001,17.288441452799997,19.4228169408,21.343754880000002,28.842912000000002,49.444992,53.565408,56.312352000000004,58.37256,68.6736
1982,77.8,7.4978088192,11.9082845952,15.436665216000002,17.8624268928,20.0676647808,22.052378880000003,29.800512,51.086591999999996,55.343807999999996,58.181952,60.310559999999995,70.9536
1983,121.8,11.7382148352,18.6430470912,24.166912896000003,27.964570636799998,31.4169867648,34.52416128,46.654272000000006,79.978752,86.643648,91.08691200000001,94.41936,111.0816
1984,64.7,6.2353243008,9.903162124800001,12.837432384000001,14.8547431872,16.688662099200002,18.339189120000004,24.782688000000004,42.484608,46.024992000000005,48.385248000000004,50.15544,59.0064
1985,71.0,6.842473344,10.867457664,14.087445120000002,16.301186496,18.313678656,20.1249216,27.195840000000004,46.62144,50.50656,53.09664000000001,55.0392,64.752
1986,68.3,6.5822666112,10.4541881472,13.551725376,15.681282220799998,17.6172429888,19.35960768,26.161632,44.848512,48.585888,51.077472,52.94616,62.28959999999999
1987,91.2,8.789205196800001,13.959325900800001,18.095422464000002,20.938988851199998,23.5240492032,25.850603520000003,34.933248000000006,59.885568,64.876032,68.20300800000001,70.69824,83.17439999999999
1989,75.8,7.3050630912,11.6021590272,15.039835776,17.403238540799997,19.5517865088,21.48547968,29.034432000000002,49.773312,53.921088,56.686272,58.76016,69.1296
1990,76.9,7.4110732416000005,11.7705280896,15.258091968000002,17.6557921344,19.8355195584,21.797274240000004,29.455776000000007,50.495616000000005,54.703584000000006,57.50889600000001,59.612880000000004,70.1328
1991,106.4,10.2540727296,16.285880217600003,21.111326208,24.4288203264,27.444724070400003,30.159037440000006,40.75545600000001,69.866496,75.688704,79.570176,82.48128,97.0368
1992,91.1,8.779567910399999,13.944019622399999,18.075580992,20.9160294336,23.4982552896,25.82225856,34.894944,59.819903999999994,64.804896,68.128224,70.62071999999999,83.08319999999999
1993,60.4,5.8209209856,9.2449921536,11.984249088,13.8674882304,15.5795238144,17.120355840000002,23.135616000000002,39.661056,42.966144,45.169536,46.82208,55.084799999999994
1994,106.2,10.2347981568,16.2552676608,21.071643264000002,24.3829014912,27.3931362432,30.102347520000002,40.67884800000001,69.735168,75.546432,79.420608,82.32624,96.8544
