Year,Precipitation,Max_5min,Max_10min,Max_15min,Max_20min,Max_25min,Max_30min,Max_1h,Max_6h,Max_8h,Max_10h,Max_12h,Max_24h
1995,90.6,8.7313814784,13.8674882304,17.976373632,20.801232345599995,23.3692857216,25.68053376,34.703424000000005,59.491583999999996,64.44921599999999,67.754304,70.23312,82.62719999999999
1996,86.2,8.3073408768,13.194011980800001,17.103348864,19.7910179712,22.234353523200003,24.433355520000003,33.01804800000001,56.602368,61.319232,64.463808,66.82224000000001,78.61439999999999
1997,70.0,6.74610048,10.71439488,13.889030400000001,16.07159232,18.05573952,19.841472000000003,26.812800000000003,45.9648,49.7952,52.348800000000004,54.264,63.839999999999996
1998,84.0,8.095320576,12.857273856,16.66683648,19.285910784,21.666887424000002,23.8097664,32.175360000000005,55.15776,59.754239999999996,62.818560000000005,65.1168,76.60799999999999
1999,68.2,6.5726293248,10.438881868800001,13.531883904000003,15.658322803199999,17.5914490752,19.33126272,26.123328000000004,44.782848,48.514752,51.002688000000006,52.86864,62.1984
2000,62.8,6.0522158591999995,9.6123428352,12.460444416,14.418514252799998,16.1985777408,17.80063488,24.054912,41.236992,44.673407999999995,46.964352000000005,48.682559999999995,57.273599999999995
2001,70.2,6.7653750528000005,10.745007436800002,13.928713344000002,16.1175111552,18.107327347200002,19.898161920000003,26.889408000000003,46.096128,49.937472,52.498368000000006,54.41904,64.02239999999999
2002,91.1,8.779567910399999,13.944019622399999,18.075580992,20.9160294336,23.4982552896,25.82225856,34.894944,59.819903999999994,64.804896,68.128224,70.62071999999999,83.08319999999999
2003,60.0,5.78237184,9.183767040000001,11.9048832,13.775650559999999,15.47634816,17.006976,22.982400000000002,39.3984,42.6816,44.870400000000004,46.512,54.72
2004,82.8,7.9796731392,12.6735985152,16.428738816,19.010397772799998,21.3573604608,23.46962688,31.715712000000003,54.369792,58.900608,61.921152000000006,64.18656,75.5136
2006,95.4,9.1939712256,14.602189593600002,18.928764288000004,21.9032843904,24.607393574400003,27.041091840000004,36.542016000000004,62.643456,67.863744,71.34393600000001,73.95408,87.0048
2007,103.3,9.9553168512,15.8113855872,20.496240576,23.717078380799997,26.6451127488,29.28034368,39.568032,67.830912,73.483488,77.251872,80.07816,94.2096
2008,72.4,6.9773953536,11.081745561600002,14.365225728000002,16.6226183424,18.674793446400002,20.52175104,27.732096000000006,47.540736,51.502464,54.14361600000001,56.124480000000005,66.0288
2009,99.7,9.6083745408,15.260359564800002,19.781947584,22.8905393472,25.716531859200003,28.259925120000002,38.189088000000005,65.467008,70.922592,74.55964800000001,77.28744,90.9264
2010,90.4,8.7121069056,13.836875673600002,17.936690688000002,20.7553135104,23.317697894400002,25.623843840000003,34.626816000000005,59.36025600000001,64.306944,67.604736,70.07808,82.4448
2011,109.5,10.552828608,16.760374848,21.72641184,25.140562271999997,28.244335392,31.037731200000003,41.94288,71.90208,77.89392,81.88848,84.8844,99.86399999999999
2012,114.3,11.0154183552,17.4950762112,22.678802496000003,26.242614316799997,29.482443244800002,32.39828928,43.781472,75.053952,81.308448,85.47811200000001,88.60536,104.24159999999999
2013,75.6,7.2857885183999995,11.5715464704,15.000152832,17.3573197056,19.5001986816,21.42878976,28.957824000000002,49.641983999999994,53.77881599999999,56.536704,58.60511999999999,68.9472
2014,87.1,8.3940764544,13.3317684864,17.281922112,19.9976527296,22.4664987456,24.68846016,33.362784000000005,57.193343999999996,61.959455999999996,65.136864,67.51992,79.4352
2015,94.8,9.1361475072,14.5103519232,18.809715456,21.765527884799997,24.4526300928,26.871022080000003,36.312192,62.249472,67.436928,70.89523200000001,73.48895999999999,86.45759999999999
2016,102.0,9.830032128000001,15.612403968,20.23830144,23.418605952,26.309791872,28.911859200000002,39.070080000000004,66.97728,72.55872,76.27968000000001,79.0704,93.02399999999999
2017,115.0,11.08287936,17.60222016,22.817692800000003,26.40333024,29.66300064,32.596704,44.049600000000005,75.5136,81.8064,86.00160000000001,89.148,104.88
2018,76.6,7.3821613824,11.724609254399999,15.198567552,17.586913881599997,19.758137817599998,21.71223936,29.340864,50.298624,54.490176,57.284544000000004,59.38032,69.85919999999999
2019,123.6,11.9116859904,18.9185601024,24.524059392,28.377840153599998,31.8812772096,35.03437056,47.343744,81.160704,87.92409599999999,92.433024,95.81472,112.72319999999999
2020,123.0,11.853862272,18.826722432,24.40501056,28.240083648,31.726513728,34.8643008,47.11392000000001,80.76672,87.49728,91.98432000000001,95.3496,112.17599999999999
2021,54.0,5.204134656,8.265390336000001,10.71439488,12.398085503999999,13.928713344,15.306278400000002,20.684160000000002,35.45856,38.41344,40.38336,41.8608,49.248
2022,54.0,5.204134656,8.265390336000001,10.71439488,12.398085503999999,13.928713344,15.306278400000002,20.684160000000002,35.45856,38.41344,40.38336,41.8608,49.248
2023,86.6,8.345890022399999,13.2552370944,17.182714752,19.882855641599996,22.3375291776,24.54673536,33.171264,56.865024,61.603775999999996,64.762944,67.13231999999999,78.97919999999999
2024,89.6,8.6350086144,13.7144254464,17.777958912,20.571638169599996,23.1113465856,25.397084160000002,34.320384000000004,58.83494399999999,63.737855999999994,67.00646400000001,69.45792,81.71519999999998
